3000.0, 2.0, -0.5, 3290.753125294609, 2.0, 0.0, 244.2043240460007
3000.0, 2.0, 0.0, 2500.0, 3.4344826241023156, 0.0, 246.77870141600033
3000.0, 3.0, -0.5, 3500.0, 2.79409099182573, 0.0, 247.13265661300102
3000.0, 3.0, 0.0, 2776.3994229140226, 3.6809090970361913, 0.0, 241.4300176380002
3000.0, 4.0, -0.5, 2986.0268019028754, 4.019806908004467, -0.5, 241.265516812
3000.0, 4.0, 0.0, 2911.7559470314363, 3.9253743253179296, 0.0, 236.62110265199954
3000.0, 5.0, -0.5, 2883.1219530100097, 4.964328264435315, -0.5, 235.40740728299897
3000.0, 5.0, 0.0, 2839.7042804448233, 4.070134116856459, -0.5, 235.86030733200096
3000.0, 6.0, -0.5, 2910.5840435923155, 6.0, -0.5, 235.54024278399993
3000.0, 6.0, 0.0, 2803.761990633031, 4.978383660560285, -0.5, 236.58824845799973
3800.0, 2.0, -0.5, 4081.8022161851595, 3.6254810512341917, 0.0, 225.84250320599858
3800.0, 2.0, 0.0, 3877.473514804317, 2.0, 0.0, 221.37310746299954
3800.0, 3.0, -0.5, 3786.4558841077155, 2.9810224743328746, -0.5, 224.23973173800005
3800.0, 3.0, 0.0, 3805.568142683125, 3.0617498974160977, 0.0, 222.5425045510001
3800.0, 4.0, -0.5, 3897.9486731103525, 4.273386955781832, -0.5, 222.8883203330006
3800.0, 4.0, 0.0, 3793.7618024329063, 3.881225088633352, 0.0, 223.42811514499954
3800.0, 5.0, -0.5, 3782.2574432954157, 4.92495569659075, -0.5, 219.85780497500127
3800.0, 5.0, 0.0, 3793.5831961101267, 4.9600955422487445, 0.0, 220.76157919700017
3800.0, 6.0, -0.5, 3806.495711667124, 6.0, -0.3527964195381945, 217.78397742499874
3800.0, 6.0, 0.0, 3781.6248888578302, 6.0, -0.5, 219.62564894299976
4600.0, 2.0, -0.5, 4694.088719179766, 2.6050605287370474, -0.28988935892157247, 212.9080616350002
4600.0, 2.0, 0.0, 4585.167662136641, 2.0, 0.0, 207.09410847799882
4600.0, 3.0, -0.5, 4609.680285688026, 2.949184864181307, -0.5, 205.59748795999985
4600.0, 3.0, 0.0, 4622.661740962422, 2.9832813985955227, 0.0, 208.23308228899987
4600.0, 4.0, -0.5, 4639.881639180252, 3.994960534431023, -0.5, 207.5353254090005
4600.0, 4.0, 0.0, 4542.452050966855, 3.7963742397638383, 0.0, 207.13104937699973
4600.0, 5.0, -0.5, 4538.630149601089, 5.0333813319385365, -0.38887587960827436, 206.90920228399773
4600.0, 5.0, 0.0, 4494.4516180957935, 4.680473039718418, 0.0, 208.6285366129996
4600.0, 6.0, -0.5, 4581.711313902485, 6.0, -0.5, 206.50164496399884
4600.0, 6.0, 0.0, 4515.12734492401, 5.48362261759347, -0.2059543207021423, 205.74999672700142
5400.0, 2.0, -0.5, 5414.416056344142, 2.0, -0.5, 199.7291945500001
5400.0, 2.0, 0.0, 5383.2082252517375, 2.0, 0.0, 195.24910110199926
5400.0, 3.0, -0.5, 5564.692707061225, 3.5169946901976235, -0.37355540538248294, 193.44685574300092
5400.0, 3.0, 0.0, 5409.894226911357, 3.6469187480370135, 0.0, 195.93365827000162
5400.0, 4.0, -0.5, 5522.1429719020725, 4.121129171129194, -0.4350254733687321, 195.64359959600188
5400.0, 4.0, 0.0, 5403.621236511506, 3.839902459612593, 0.0, 195.95919084100024
5400.0, 5.0, -0.5, 5421.099008258055, 4.996510423441054, -0.5, 194.10818781799753
